frame.time_epoch,frame.len,frame.time_delta,ip.src,ip.dst,ip.proto,ip.ttl,tcp.srcport,tcp.dstport,tcp.flags,tcp.window_size,tcp.seq,tcp.ack,tcp.len,udp.srcport,udp.dstport,udp.length,icmp.type,icmp.code,dns.qry.name,dns.flags.response,dns.qry.type
1764298316.794479000,69,0.000203000,10.131.109.94,10.131.109.163,17,128,,,,,,,,58764,53,35,,,c.msn.com,False,28
1764298316.794711000,69,0.000232000,10.131.109.94,10.131.109.163,17,128,,,,,,,,60799,53,35,,,c.msn.com,False,1
1764298316.795665000,70,0.000954000,10.131.109.94,10.131.109.163,17,128,,,,,,,,55105,53,36,,,c.bing.com,False,65
1764298316.795929000,70,0.000264000,10.131.109.94,10.131.109.163,17,128,,,,,,,,61113,53,36,,,c.bing.com,False,28
1764298316.796110000,70,0.000181000,10.131.109.94,10.131.109.163,17,128,,,,,,,,65045,53,36,,,c.bing.com,False,1
1764298316.826533000,254,0.030423000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,64904,220,,,www.bing.com,True,65
1764298316.831855000,305,0.005322000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,52127,271,,,www.bing.com,True,28
1764298316.832680000,241,0.000825000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,55132,207,,,www.bing.com,True,1
1764298316.833731000,308,0.001051000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,60495,274,,,c.msn.com,True,65
1764298316.834972000,297,0.001241000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,60799,263,,,c.msn.com,True,1
1764298316.836267000,173,0.001295000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,55105,139,,,c.bing.com,True,65
1764298316.837131000,162,0.000864000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,65045,128,,,c.bing.com,True,1
1764298316.838039000,74,0.000908000,10.131.109.94,10.131.109.163,17,128,,,,,,,,50391,53,40,,,assets.msn.com,False,65
1764298316.838247000,321,0.000208000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,58764,287,,,c.msn.com,True,28
1764298316.838290000,74,0.000043000,10.131.109.94,10.131.109.163,17,128,,,,,,,,52308,53,40,,,assets.msn.com,False,28
1764298316.838473000,74,0.000183000,10.131.109.94,10.131.109.163,17,128,,,,,,,,58075,53,40,,,assets.msn.com,False,1
1764298316.839510000,186,0.001037000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,61113,152,,,c.bing.com,True,28
1764298316.841093000,71,0.001583000,10.131.109.94,10.131.109.163,17,128,,,,,,,,55045,53,37,,,api.msn.com,False,65
1764298316.841374000,71,0.000281000,10.131.109.94,10.131.109.163,17,128,,,,,,,,63779,53,37,,,api.msn.com,False,28
1764298316.841587000,71,0.000213000,10.131.109.94,10.131.109.163,17,128,,,,,,,,53689,53,37,,,api.msn.com,False,1
1764298316.871137000,270,0.029550000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,52308,236,,,assets.msn.com,True,28
1764298316.871628000,246,0.000491000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,58075,212,,,assets.msn.com,True,1
1764298316.872049000,241,0.000421000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,55045,207,,,api.msn.com,True,65
1764298316.872404000,254,0.000355000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,63779,220,,,api.msn.com,True,28
1764298316.874252000,230,0.001848000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,53689,196,,,api.msn.com,True,1
1764298316.875268000,275,0.001016000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,50391,241,,,assets.msn.com,True,65
1764298318.486387000,54,1.611119000,172.16.117.96,10.131.109.94,6,59,7680,51314,0x0014,0,1,1,0,,,,,,,,
1764298318.490910000,54,0.004523000,172.16.117.96,10.131.109.94,6,59,7680,51313,0x0014,0,1,1,0,,,,,,,,
1764298318.822559000,96,0.331649000,10.131.109.94,10.131.109.163,17,128,,,,,,,,55573,53,62,,,functional.events.data.microsoft.com,False,65
1764298318.822709000,96,0.000150000,10.131.109.94,10.131.109.163,17,128,,,,,,,,58075,53,62,,,functional.events.data.microsoft.com,False,28
1764298318.822798000,96,0.000089000,10.131.109.94,10.131.109.163,17,128,,,,,,,,61558,53,62,,,functional.events.data.microsoft.com,False,1
1764298318.971535000,283,0.148737000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,55573,249,,,functional.events.data.microsoft.com,True,65
1764298318.972142000,226,0.000607000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,61558,192,,,functional.events.data.microsoft.com,True,1
1764298318.977820000,240,0.005678000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,58075,206,,,functional.events.data.microsoft.com,True,28
1764298320.772486000,54,1.794666000,10.131.109.94,49.44.152.41,6,128,57795,443,0x0011,255,1,1,0,,,,,,,,
1764298320.814899000,85,0.042413000,49.44.152.41,10.131.109.94,6,52,443,57795,0x0018,501,1,2,31,,,,,,,,
1764298320.815119000,54,0.000220000,10.131.109.94,49.44.152.41,6,128,57795,443,0x0014,0,2,32,0,,,,,,,,
1764298320.815133000,54,0.000014000,49.44.152.41,10.131.109.94,6,52,443,57795,0x0011,501,32,2,0,,,,,,,,
1764298322.004997000,54,1.189864000,10.131.109.94,20.190.145.143,6,128,54932,443,0x0011,255,1,1,0,,,,,,,,
1764298322.076337000,54,0.071340000,20.190.145.143,10.131.109.94,6,108,443,54932,0x0011,16387,1,2,0,,,,,,,,
1764298322.076436000,54,0.000099000,10.131.109.94,20.190.145.143,6,128,54932,443,0x0010,255,2,2,0,,,,,,,,
08,0x0012,42600,0,1,0,,,,,,,,
1764298300.052395000,74,0.330080000,10.131.109.94,10.131.109.163,17,128,,,,,,,,51186,53,40,,,x1.c.lencr.org,False,1
1764298300.052957000,74,0.000562000,10.131.109.94,10.131.109.163,17,128,,,,,,,,52353,53,40,,,x1.c.lencr.org,False,28
1764298300.077094000,219,0.024137000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,52353,185,,,x1.c.lencr.org,True,28
1764298300.080236000,179,0.003142000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,51186,145,,,x1.c.lencr.org,True,1
1764298300.302371000,77,0.222135000,10.131.109.94,10.131.109.163,17,128,,,,,,,,52353,53,43,,,crl3.digicert.com,False,1
1764298300.302736000,77,0.000365000,10.131.109.94,10.131.109.163,17,128,,,,,,,,51186,53,43,,,crl3.digicert.com,False,28
1764298300.343568000,182,0.040832000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,52353,148,,,crl3.digicert.com,True,1
1764298300.346982000,209,0.003414000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,51186,175,,,crl3.digicert.com,True,28
1764298300.837271000,66,0.490289000,10.131.109.94,172.16.117.96,6,128,51313,7680,0x0002,65535,0,0,0,,,,,,,,
1764298300.838599000,66,0.001328000,10.131.109.94,172.16.117.96,6,128,51314,7680,0x0002,65535,0,0,0,,,,,,,,
1764298301.845370000,66,1.006771000,10.131.109.94,172.16.117.96,6,128,51314,7680,0x0002,65535,0,0,0,,,,,,,,
1764298301.845369000,66,-0.000001000,10.131.109.94,172.16.117.96,6,128,51313,7680,0x0002,65535,0,0,0,,,,,,,,
1764298303.456328000,66,1.610959000,34.139.124.58,10.131.109.94,6,52,443,64333,0x0012,42600,0,1,0,,,,,,,,
1764298303.760856000,66,0.304528000,34.139.124.58,10.131.109.94,6,52,443,51308,0x0012,42600,0,1,0,,,,,,,,
1764298303.856974000,66,0.096118000,10.131.109.94,172.16.117.96,6,128,51313,7680,0x0002,65535,0,0,0,,,,,,,,
1764298303.857151000,66,0.000177000,10.131.109.94,172.16.117.96,6,128,51314,7680,0x0002,65535,0,0,0,,,,,,,,
1764298307.857362000,66,4.000211000,10.131.109.94,172.16.117.96,6,128,51313,7680,0x0002,65535,0,0,0,,,,,,,,
1764298307.871919000,66,0.014557000,10.131.109.94,172.16.117.96,6,128,51314,7680,0x0002,65535,0,0,0,,,,,,,,
1764298308.126189000,89,0.254270000,10.131.109.94,10.131.109.163,17,128,,,,,,,,52353,53,55,,,v20.events.data.microsoft.com,False,1
1764298308.126986000,89,0.000797000,10.131.109.94,10.131.109.163,17,128,,,,,,,,52329,53,55,,,v20.events.data.microsoft.com,False,28
1764298308.178271000,54,0.051285000,34.139.124.58,10.131.109.94,6,59,443,64333,0x0014,0,1,1,0,,,,,,,,
1764298308.186508000,229,0.008237000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,52353,195,,,v20.events.data.microsoft.com,True,1
1764298308.187278000,241,0.000770000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,52329,207,,,v20.events.data.microsoft.com,True,28
1764298308.248040000,81,0.060762000,10.131.109.94,10.131.109.163,17,128,,,,,,,,55900,53,47,,,config.edge.skype.com,False,65
1764298308.248946000,81,0.000906000,10.131.109.94,10.131.109.163,17,128,,,,,,,,61221,53,47,,,config.edge.skype.com,False,28
1764298308.249209000,81,0.000263000,10.131.109.94,10.131.109.163,17,128,,,,,,,,52248,53,47,,,config.edge.skype.com,False,1
1764298308.277162000,256,0.027953000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,61221,222,,,config.edge.skype.com,True,28
1764298308.281256000,271,0.004094000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,55900,237,,,config.edge.skype.com,True,65
1764298308.285036000,244,0.003780000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,52248,210,,,config.edge.skype.com,True,1
1764298308.315366000,78,0.030330000,10.131.109.94,10.131.109.163,17,128,,,,,,,,62496,53,44,,,edge.microsoft.com,False,65
1764298308.316124000,78,0.000758000,10.131.109.94,10.131.109.163,17,128,,,,,,,,57119,53,44,,,edge.microsoft.com,False,28
1764298308.316384000,78,0.000260000,10.131.109.94,10.131.109.163,17,128,,,,,,,,58284,53,44,,,edge.microsoft.com,False,1
1764298308.341509000,202,0.025125000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,57119,168,,,edge.microsoft.com,True,28
1764298308.346075000,178,0.004566000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,58284,144,,,edge.microsoft.com,True,1
1764298308.348904000,179,0.002829000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,62496,145,,,edge.microsoft.com,True,65
1764298308.426503000,80,0.077599000,10.131.109.94,10.131.109.163,17,128,,,,,,,,56551,53,46,,,substrate.office.com,False,65
1764298308.426893000,80,0.000390000,10.131.109.94,10.131.109.163,17,128,,,,,,,,60375,53,46,,,substrate.office.com,False,28
1764298308.427131000,80,0.000238000,10.131.109.94,10.131.109.163,17,128,,,,,,,,65501,53,46,,,substrate.office.com,False,1
1764298308.467089000,254,0.039958000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,65501,220,,,substrate.office.com,True,1
1764298308.468814000,259,0.001725000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,56551,225,,,substrate.office.com,True,65
1764298308.469693000,362,0.000879000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,60375,328,,,substrate.office.com,True,28
1764298308.694638000,72,0.224945000,10.131.109.94,10.131.109.163,17,128,,,,,,,,65448,53,38,,,www.bing.com,False,65
1764298308.695341000,72,0.000703000,10.131.109.94,10.131.109.163,17,128,,,,,,,,53017,53,38,,,www.bing.com,False,28
1764298308.695618000,72,0.000277000,10.131.109.94,10.131.109.163,17,128,,,,,,,,59170,53,38,,,www.bing.com,False,1
1764298308.727063000,241,0.031445000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,59170,207,,,www.bing.com,True,1
1764298308.730015000,277,0.002952000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,53017,243,,,www.bing.com,True,28
1764298308.732398000,254,0.002383000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,65448,220,,,www.bing.com,True,65
1764298308.820522000,91,0.088124000,10.131.109.94,10.131.109.163,17,128,,,,,,,,63068,53,57,,,settings-win.data.microsoft.com,False,1
1764298308.821389000,91,0.000867000,10.131.109.94,10.131.109.163,17,128,,,,,,,,50828,53,57,,,settings-win.data.microsoft.com,False,28
1764298308.847363000,222,0.025974000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,63068,188,,,settings-win.data.microsoft.com,True,1
1764298308.849515000,234,0.002152000,10.131.109.163,10.131.109.94,17,64,,,,,,,,53,50828,200,,,settings-win.data.microsoft.com,True,28
1764298308.977321000,78,0.127806000,10.131.109.94,10.131.109.163,17,128,,,,,,,,63091,53,44,,,edge.microsoft.com,False,65
